brand,model,recommended_tension_lbs,string_length,string_pattern,main_holes_skipped,main_holes_tied,cross_holes_started,cross_holes_tied
"Head","YOUTEK GRAPHENE RADICAL MP","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","YOUTEK GRAPHENE RADICAL PRO","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","YOUTEK GRAPHENE RADICAL REV","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","YOUTEK GRAPHENE RADICAL S","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","YOUTEK GRAPHENE SPEED MP","50 - 60","20'M - 18'C","16M X 19C","NONE","6B","7T","6T - 9B"
"Head","YOUTEK GRAPHENE SPEED PRO","48 - 57","21'M - 19'C","18M X 20C","NONE","7B","8T","7T - 10B"
"Head","YOUTEK GRAPHENE SPEED PWR","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9,10B","8B","7T","5T - 6B"
"Head","YOUTEK GRAPHENE SPEED REV","48 - 57","20'M - 18'C","16M X 19C","NONE","6B","7T","6T - 9B"
"Head","YOUTEK GRAPHENE SPEED S","48 - 57","20'M - 17'C","16M X 19C","NONE","6B","7T","6T - 9B"
"Head","YOUTEK IG EXTREME ELITE","52 - 62","20'M - 17'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Head","YOUTEK IG EXTREME MP","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","YOUTEK IG EXTREME OS","52 - 62","21'M - 18'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","YOUTEK IG EXTREME PRO","52 - 62","20'M - 17'C","16M X 19C","7,9T - 7,9B","8B","7T","8T - 5B"
"Head","YOUTEK IG EXTREME S","50 - 60","20'M - 17'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","YOUTEK IG INSTINCT MP","48 - 57","20'M - 18'C","16M X 19C","NONE","6B","7T","5T - 9B"
"Head","YOUTEK IG INSTINCT S","48 - 57","20'M - 18'C","16M X 19C","NONE","6B","7T","5T - 9B"
"Head","YOUTEK IG PRESTIGE MID","48 - 57","20'M - 17'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 7B"
"Head","YOUTEK IG PRESTIGE MP","48 - 57","20'M - 18'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Head","YOUTEK IG PRESTIGE PRO","48 - 57","21'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 7B"
"Head","YOUTEK IG PRESTIGE S","48 - 57","20'M - 18'C","16M X 19C","NONE","6B","7T","5T - 5B"
"Head","YOUTEK IG RADICAL MP","48 - 57","21'M - 18'C","18M X 20C","8,10T - 9B","7B","8T","6T - 7B"
"Head","YOUTEK IG RADICAL OS","48 - 57","21'M - 18'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","YOUTEK IG RADICAL PRO","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","YOUTEK IG RADICAL S","48 - 57","20'M - 18'C","16M X 19C","NONE","6B","7T","5T - 5B"
"Head","YOUTEK INSTINCT","52 - 62","20'M - 17'C","18M X 19C","8,10T - 8,10B","9B","8T","6T - 7B"
"Head","YOUTEK MOJO","52 - 62","20'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","YOUTEK PRESTIGE MID","52 - 62","20'M - 17'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 7B"
"Head","YOUTEK PRESTIGE MP","52 - 62","21'M - 17'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Head","YOUTEK PRESTIGE PRO MP","52 - 62","21'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 7B"
"Head","YOUTEK RADICAL LITE OS","52 - 62","21'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Head","YOUTEK RADICAL MP","52 - 62","20'M - 18'C","18M X 20C","8,10T - 9B","8B","8T","6T - 7B"
"Head","YOUTEK RADICAL OS","52 - 62","21'M - 18'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","YOUTEK RADICAL PRO","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","4T - 5B"
"Head","YOUTEK RAPTOR MP","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","YOUTEK RAPTOR OS","54 - 64","20'M - 18'C","16M X 19C","8T - 7,9B","8B","8T","6T - 6B"
"Head","YOUTEK SEVEN STAR","52 - 62","21'M - 18'C","16M X 19C","7,9T - 7,9B","6B","7T","5T - 4B"
"Head","YOUTEK SIX STAR","52 - 62","21'M - 18'C","16M X 19C","7,9B","6B","7T","5T - 4B"
"Head","YOUTEK SPEED 300","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 5B"
"Head","YOUTEK SPEED ELITE","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 5B"
"Head","YOUTEK SPEED LITE","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 5B"
"Head","YOUTEK SPEED MP (16x19 pattern)","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 5B"
"Head","YOUTEK SPEED MP (18x20 pattern)","52 - 62","20'M - 19'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 7B"
"Head","YOUTEK SPEED PRO","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 5B"
"Head","YOUTEK THREE STAR","52 - 62","21'M - 18'C","16M X 19C","7,9T - 7,9,10B","8B","7T","5T - 6B"
"Yonex","CYBORG 2200","50 - 70","19'M - 17'C","16M X 19C","8T","6B","8T","6T - 9B"
"Yonex","CYBORG 2700","50 - 70","19'M - 17'C","16M X 19C","8T","6B","8T","6T - 9B"
"Yonex","EZONE 100","40 - 65","20'M - 18'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE 107","40 - 65","20'M - 18'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE 98","40 - 65","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 10B"
"Yonex","EZONE Ai 100","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE Ai 108","45 - 60","20'M - 19'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE Ai 98","45 - 60","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 11B"
"Yonex","EZONE Ai FEEL","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE Ai LITE","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE Ai RALLY","45 - 55","21'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE CHAMPION","53 - 63","19'M -18'C","16M X 20C","7,9T - 7,9B","8T","7T","5T - 8B"
"Yonex","EZONE DR 100","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE DR 108","45 - 60","20'M - 19'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE DR 98","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 11B"
"Yonex","EZONE DR FEEL","45 - 60","20'M -19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE DR LITE","45 - 60","20'M -19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE DR RALLY","45 - 60","20'M -19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE LITE","40 - 65","20'M - 18'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","EZONE Xi 100","45 - 60","20'M - 19'C","16M X 18C","8T - 8B","7T","8T","6T - 11B"
"Yonex","EZONE Xi 107","45 - 60","21'M - 19'C","16M X 18C","8T - 8B","7T","8T","6T - 11B"
"Yonex","EZONE Xi 115","45 - 60","21'M - 20'C","16M X 18C","8T - 8B","7T","8T","6T - 11B"
"Yonex","EZONE Xi 98","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 11B"
"Yonex","EZONE Xi LITE","45 - 60","20'M - 19'C","16M X 18C","8T - 8B","7T","8T","6T - 11B"
"Yonex","MP TOUR 5","50 - 60","20'M - 18'C","16M X 19C","8T - 8B","6B","8T","6T - 11B"
"Yonex","MP-2i 102","45 - 60","20'M - 18'C","16M X 18C","8T - 8B","7B","8T","7T - 10B"
"Yonex","MP-3i 95","45 - 60","20'M - 18'C","16M X 19C","8T - 7,9B","8B","8T","6T - 9B"
"Yonex","MP-5i 110","50 - 65","20'M - 18'C","16M X 19C","8T - 7,9B","8B","8T","6T - 9B"
"Yonex","MP-5i 98","45 - 60","20'M - 18'C","16M X 19C","8T - 7,9B","8B","8T","6T - 9B"
"Yonex","MUSCLE POWER 3i 95","45 - 60","20'M - 18'C","16M X 19C","8T - 7,9B","8B","8T","6T - 9B"
"Yonex","MUSCLE POWER 5i 110","50 - 65","20'M - 18'C","16M X 19C","8T - 7,9B","8B","8T","6T - 9B"
"Yonex","MUSCLE POWER 5i 89","45 - 60","20'M - 18'C","16M X 19C","8T - 7,9B","8B","8T","6T - 9B"
"Yonex","MUSCLE POWER 7 (MP-7)","50 - 65","20'M - 18'C","16M X 19C","8T - 7,9B","8B","8T","6T - 9B"
"Yonex","NANOSPEED RQ 5","50 - 70","20'M - 19'C","16M X 18C","8T - 8B","7T","8T","6T - 11B"
"Yonex","NANOSPEED RQ 7 100","50 - 70","20'M - 19'C","16M X 18C","8T - 8B","7T","8T","6T - 11B"
"Yonex","NANOSPEED RQ 7 110","50 - 70","21'M - 20'C","16M X 19C","8T - 8B","7T","8T","6T - 11B"
"Yonex","NANOSPEED RQ 8","50 - 70","21'M - 20'C","16M X 20C","8T - 7,9B","9B","8T","6T - 8B"
"Yonex","PRO RD-70 LONG 105","45 - 60","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T - 11B"
"Yonex","PRO RD-70 LONG 95","50 - 65","19'M - 17'C","16M X 17C","8T - 8B","6B","8T","6T - 11B"
"Yonex","RD POWER 10 LONG 95 & 105","45 - 65","19'M - 17'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 9B"
"Yonex","RD POWER 6 LONG 95 & 105","45 - 65","19'M - 17'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 9B"
"Yonex","RD Ti 40 MUSCLE LONG","40 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RD Ti 70 LONG 88","50 - 65","19'M - 17'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 10B"
"Yonex","RD Ti 70 LONG 98","50 - 65","19'M - 17'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 10B"
"Yonex","RD-23","40 - 65","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T - 9B"
"Yonex","RD-27","40 - 65","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T - 9B"
"Yonex","RD-3","40 - 65","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T - 9B"
"Yonex","RD-7","40 - 65","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T - 9B"
"Yonex","RD-8","40 - 65","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T - 9B"
"Yonex","RDIS 100 93","40 - 65","20'M - 19'C","16M X 20C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RDIS 100 98","40 - 65","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RDIS 200","45 - 60","19'M - 17'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 9B"
"Yonex","RDIS 300","40 - 65","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RDS 001 90","55 - 65","19'M - 17'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RDS 001 98","55 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RDS 002 98","55 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RDS 002 TOUR 98","55 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RDS 003 100","55 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RDX 300 MP","50 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RDX 300 SUPER MID","50 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RDX 500 HD","50 - 65","19'M - 17'C","16M X 20C","8,10T - 8,10B","9B","8T","6T - 10B"
"Yonex","RDX 500 MID","50 - 65","19'M - 17'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RDX 500 MP","50 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RQ SPEED 30","50 - 60","20'M - 18'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RQ-100","50 - 60","18'M - 16'C","16M X 19C","8T - 8B","6B","8T","7T - 8B"
"Yonex","RQ-120","40 - 50","18'M - 16'C","16M X 19C","8T - 8B","6B","7T","6T - 8B"
"Yonex","RQ-150","40 - 50","18'M - 16'C","16M X 19C","8T - 8B","6B","7T","6T - 8B"
"Yonex","RQ-180","40 - 50","18'M - 16'C","16M X 19C","8T - 8B","6B","7T","6T - 8B"
"Yonex","RQ-200","40 - 50","18'M - 16'C","16M X 19C","8T - 8B","6B","7T","6T - 8B"
"Yonex","RQ-220","40 - 50","18'M - 16'C","16M X 19C","8T - 8B","6B","7T","6T - 8B"
"Yonex","RQ-260","40 - 50","18'M - 16'C","16M X 19C","8T - 8B","6B","7T","6T - 8B"
"Yonex","RQ-300","40 - 60","18'M - 17'C","16M X 19C","NONE","7B","8T","7T - 9B"
"Yonex","RQ-310","40 - 60","18'M - 17'C","16M X 19C","NONE","7B","8T","7T - 9B"
"Yonex","RQ-320","40 - 60","18'M - 17'C","16M X 19C","NONE","7B","8T","7T - 9B"
"Yonex","RQ-360","40 - 60","18'M - 17'C","16M X 19C","NONE","7B","8T","7T - 9B"
"Yonex","RQ-380","40 - 60","18'M - 17'C","16M X 19C","NONE","7B","8T","7T - 9B"
"Yonex","RQ-410","40 - 60","18'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T -10B"
"Yonex","RQ-420","40 - 60","18'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T -10B"
"Yonex","RQ-60","50 - 60","18'M - 16'C","16M X 19C","8T - 8B","6B","8T","7T - 8B"
"Yonex","RQ-880","50 - 60","18'M - 16'C","16M X 19C","8T - 8B","6B","7T","6T - 8B"
"Yonex","RQ-90","50 - 60","18'M - 16'C","16M X 19C","8T - 8B","6B","8T","7T - 8B"
"Yonex","RQ-960","40 - 50","18'M - 16'C","16M X 19C","8T - 8B","6B","7T","6T - 8B"
"Yonex","RQ-980","40 - 60","18'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T -10B"
"Yonex","RQ-990","50 - 60","18'M - 16'C","16M X 19C","8T - 8B","6B","7T","7T - 8B"
"Yonex","RQIS 1 TOUR","40 - 65","19'M - 17'C","16M X 18C","8T - 8B","6B","8T","6T - 11B"
"Yonex","RQIS 1 TOUR LIGHT","40 - 65","19'M - 17'C","16M X 18C","8T - 8B","6B","8T","6T - 11B"
"Yonex","RQIS 1 TOUR XL 100","40 - 65","20'M - 18'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RQIS 1 TOUR XL 95","40 - 65","19'M - 17'C","16M X 18C","8T - 8B","6B","8T","6T - 11B"
"Yonex","RQIS 10","40 - 65","20'M - 18'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RQIS 2 TOUR","40 - 65","19'M - 17'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RQIS 50","40 - 65","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RQS 11 100","50 - 60","20'M - 19'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RQS 22 102","50 - 60","20'M - 19'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RQS 33 107","45 - 65","21'M - 20'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","RQS 55 112","45 - 65","21'M - 20'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","S-FIT 1","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 10B"
"Yonex","S-FIT 1 LIGHT","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 10B"
"Yonex","S-FIT 3","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 10B"
"Yonex","S-FIT 5","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 10B"
"Yonex","SUPER RD COMP","50 - 65","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T -10B"
"Yonex","SUPER RD TOUR 90","50 - 65","18'M - 17'C","16M X 18C","8T - 8B","6B","8T","6T -10B"
"Yonex","SUPER RD TOUR 95","50 - 65","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T -10B"
"Yonex","SUPER RQ Ti-280 MUSCLE LONG","40 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","SUPER RQ Ti-350 LONG","45 - 65","19'M - 17'C","16M X 19C","7,9T - 7,9B","6B","7T","5T - 12B"
"Yonex","SUPER RQ Ti-400 LONG","40 - 60","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T - 10B"
"Yonex","SUPER RQ Ti-450 LONG","45 - 65","19'M - 17'C","16M X 19C","7,9T - 7,9B","6B","7T","6T - 12B"
"Yonex","SUPER RQ Ti-600 LONG","45 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","SUPER RQ Ti-700 LONG","45 - 65","19'M - 17'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","SUPER RQ Ti-800 LONG","45 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","SUPER RQ Ti-800 PRO LONG","50 - 65","22'M - 22'C","18M X 21C","8,10T - 8,10B","9B","8T","6T - 10B"
"Yonex","SUPER RQ Ti-900 LONG","45 - 65","22'M - 19'C","18M X 21C","8,10T - 8,10B","9B","8T","6T -10B"
"Yonex","SUPER RQ-1000 LONG","45 - 65","22'M - 19'C","18M X 21C","8,10T - 8,10B","9B","8T","6T - 10B"
"Yonex","SUPER RQ-300","40 - 60","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T -10B"
"Yonex","SUPER RQ-300 LONG","40 - 60","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T -10B"
"Yonex","SUPER RQ-400 LONG","45 - 65","19'M - 17'C","16M X 19C","7,9T - 7,9B","6B","7T","5T -12B"
"Yonex","SUPER RQ-500","50 - 60","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T - 9B"
"Yonex","SUPER RQ-500 LONG","40 - 60","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T -10B"
"Yonex","SUPER RQ-700 LONG","45 - 65","19'M - 17'C","16M X 19C","7,9T - 7,9B","6B","7T","6T -12B"
"Yonex","SUPER RQ-780 COMP","45 - 65","19'M - 17'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","TITANIUM 400","50 - 70","19'M - 17'C","16M X 19C","8T","6B","8T","6T -9B"
"Yonex","ULTIMUM RD Ti 50","40 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","ULTIMUM RD Ti 50 LONG","40 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","ULTIMUM RD Ti 80","40 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","ULTIMUM RQ SPEED 8","50 - 60","20'M - 18'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","ULTIMUM RQ Ti 1000","40 - 60","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 10B"
"Yonex","ULTIMUM RQ Ti 1200","40 - 60","19'M - 17'C","16M X 18C","8T - 8B","7B","8T","6T - 10B"
"Yonex","ULTIMUM RQ Ti 2000 LONG SOS 120","45 - 65","20'M - 18'C","16M X 19C","8T - 8B","7B","8T","6T -11B"
"Yonex","ULTIMUM RQ Ti 200m","50 - 60","20'M - 18'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","ULTIMUM RQ Ti 210m","50 - 60","20'M - 18'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","ULTIMUM RQ Ti 250m","50 - 60","20M' - 18'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","ULTIMUM RQ Ti 260m","50 - 60","20M' - 18'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","ULTIMUM Ti 1500 OS 105","40 - 60","19'M - 17'C","16M X 19C","8T - 8B","6B","8T","6T - 10B"
"Yonex","ULTIMUM Ti 1700 MP 98","45 - 65","19'M - 17'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","ULTIMUM Ti 1700 OS 110","45 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","ULTIMUM Ti 2000 OS 110","45 - 65","19'M - 17'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","ULTIMUM Ti 2000 SUPER OS 120","45 - 65","20'M - 18'C","16M X 19C","8T - 8B","6B","8T","6T - 11B"
"Yonex","V CORE 100","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V CORE 100S","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V CORE 95D","50 - 65","20'M - 19'C","16M X 20C","8T - 8B","6B","8T","7T - 11B"
"Yonex","V CORE 98","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V CORE 98D","50 - 65","20'M - 19'C","16M X 20C","8T - 8B","6B","8T","7T - 11B"
"Yonex","V CORE DUEL G 100","50 - 65","20'M - 19'C","16M X 20C","NONE","6T","7T","9T - 9B"
"Yonex","V CORE DUEL G 97","50 - 65","20'M - 19'C","16M X 20C","NONE","6T","7T","9T - 9B"
"Yonex","V CORE PRO 100","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 11B"
"Yonex","V CORE PRO 97","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 11B"
"Yonex","V CORE Si 100","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V CORE Si 100 LITE","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V CORE Si 105","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V CORE Si 98","50 - 65","20'M - 19'C","16M X 20C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V CORE Si 98 LITE","45 - 60","20'M - 19'C","16M X 20C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V CORE Si TEAM 98","45 - 60","20'M - 19'C","16M X 20C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V CORE SV 100+","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V CORE TEAM","45 - 60","20'M - 19'C","16M X 20C","8T - 8B","6B","8T","7T - 11B"
"Yonex","V CORE TOUR 89","50 - 65","20'M - 18'C","16M X 20C","8T - 8B","6B","8T","7T - 7B"
"Yonex","V CORE TOUR 97","50 - 65","20'M - 19'C","16M X 20C","8T - 8B","6B","8T","7T - 7B"
"Yonex","V CORE TOUR F 93","50 - 65","20'M - 20'C","16M X 21C","8T - 8B","7T","8T","6T - 11B"
"Yonex","V CORE TOUR F 97","50 - 65","20'M - 20'C","16M X 21C","8T - 8B","7T","8T","6T - 11B"
"Yonex","V CORE TOUR G 97","50 - 65","20'M - 19'C","16M X 20C","8T - 8B","7T","8T","6T - 11B"
"Yonex","V CORE Xi 100","45 - 60","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","6T - 11B"
"Yonex","V CORE Xi 98","50 - 65","20'M - 19'C","16M X 20C","8T - 8B","6B","8T","7T - 11B"
"Yonex","V CORE Xi TEAM","45 - 60","20'M - 19'C","16M X 20C","8T - 8B","6B","8T","7T - 11B"
"Yonex","V-CON 15","55 - 65","20'M - 18'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V-CON 17 100","45 - 65","21'M - 20'C","16M X 18C","8T - 8B","7B","8T","6T - 11B"
"Yonex","V-CON 17 107","45 - 65","21'M - 20'C","16M X 18C","8T - 8B","7B","8T","7T - 10B"
"Yonex","V-CON 20 107","45 - 65","21'M - 20'C","16M X 18C","8T - 8B","7B","8T","7T - 10B"
"Yonex","V-CON 20 117","45 - 65","22'M - 22'C","16M X 18C","8T - 8B","7B","8T","7T - 10B"
"Yonex","V-CON 30+ 107","50 - 65","21'M - 20'C","16M X 18C","8T - 8B","7B","8T","7T - 10B"
"Yonex","V-CON 30+ 117","50 - 65","21'M - 20'C","16M X 18C","8T - 8B","7B","8T","7T - 10B"
"Yonex","V-CON X 18","45 - 60","20'M - 18'C","16M X 18C","8T - 8B","6B","8T","6T - 11B"
"Yonex","VOLTRIC 3","19 - 24","17'M - 16'C","22M X 22C","11B","8B","9B","6B - 5T"
"Yonex","VOLTRIC 5","19 - 24","17'M - 16'C","22M X 22C","11B","8B","9B","6B - 5T"
"Yonex","VOLTRIC 60","19 - 24","17'M - 16'C","22M X 21C","8,10,12,14T - 11B","8B","8T","5T - 6B"
"Yonex","VOLTRIC 7","19 - 24","17'M - 16'C","22M X 22C","11B","8B","9B","6B - 5T"
"Yonex","VOLTRIC 70","19 - 24","17'M - 16'C","22M X 21C","8,10,12,14T - 11B","8B","8T","5T - 6B"
"Yonex","VOLTRIC 80","19 - 24","17'M - 16'C","22M X 21C","8,10,12,14T - 11B","8B","8T","5T - 6B"
"Yonex","VOLTRIC 9","19 - 24","17'M - 16'C","22M X 22C","11B","8B","9B","6B - 5T"
"Yonex","VOLTRIC Z-FORCE","19 - 24","17'M - 16'C","22M X 21C","7,9,11,13,15T - 11B","8B","7T","5T - 6B"
"Wilson","BLADE 98 v7 (16X19)","50 - 60","20'M - 19'C","16M X 19C","8T - 8B","5T","8T","9T - 6B"
"Wilson","BLADE 98 v6 COUNTERVAIL (16X19)","50 - 60","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 11B"
"Wilson","BLADE 98 v6 COUNTERVAIL (18X20)","50 - 60","20'M - 19'C","18M X 20C","8,10T - 8,10B","7B","8T","6T - 6B"
"Babolat","PURE DRIVE 110 CORTEX","55 - 62","20'M - 18'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Tecnifibre","REBOUND PRO (VO2 MAX)","55 - 65","20'M - 19'C","16M X 19C","7,9T - 7,9B","6B","7T","5T - 11B"
