brand,model,recommended_tension_lbs,string_length,string_pattern,main_holes_skipped,main_holes_tied,cross_holes_started,cross_holes_tied
"Prince","CLASSIC RESPONSE 97","50 - 60","20'M - 18'C","16M X 20C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","CTS APPROACH 110","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS APPROACH 90","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","CTS BLAST 110","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS BLAST MP","50 - 65","18'M -18'C","16M X 18C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS GRADUATE 110","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS GRADUATE 90","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","CTS LIGHTNING 110","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS LIGHTNING 90","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","CTS PRECISION 110","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS PRECISION 90","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","CTS RESPONSE 110","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS RESPONSE 90","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","CTS STORM 110","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS STORM MP","50 - 65","18'M -18'C","16M X 18C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS SYNERGY 26 MP","50 - 65","18'M -18'C","16M X 18C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS SYNERGY 26 OS","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS SYNERGY 28 MP","50 - 65","18'M -18'C","16M X 18C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS SYNERGY 28 OS","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS SYNERGY 32 MP","50 - 65","18'M -18'C","16M X 18C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS SYNERGY 32 OS","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS SYNERGY DB 26 MP","50 - 65","18'M -18'C","16M X 18C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS SYNERGY DB 26 OS","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS SYNERGY LITE MP","50 - 65","18'M -18'C","16M X 18C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS SYNERGY LITE OS","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS THUNDERSTICK 110","55 - 70","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","CTS THUNDERSTICK 90","50 - 65","17'M - 17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","DIABLO XP MP","51 - 61","20'M - 19'C","16M X 20C","8T - 7,9B","8B","8T","5T - 6B"
"Prince","DIABLO XP OS","55 - 65","21'M - 19'C","16M X 19C","8T- 8B","6B","8T","5T - 11B"
"Prince","EXO3 BLACK 100","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 BLACK TEAM 100","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 BLUE 110","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 GRAPHITE 100","50 - 60","18'M - 17'C","16M X 18C","8T - 8B","7T","8T","9T - 9B"
"Prince","EXO3 GRAPHITE 93","50 - 60","18'M - 17'C","16M X 18C","8T - 8B","7T","8T","9T - 9B"
"Prince","EXO3 HORNET 100","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 HORNET 110","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 HYBRID 100","51 - 61","20'M - 19'C","16M X 20C","7,9T - 7,9B","8B","7T","8T - 6B"
"Prince","EXO3 HYBRID 104","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","8T - 6B"
"Prince","EXO3 HYBRID 110","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 HYBRID GOLD 107","50 - 60","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 HYBRID RED 102","50 - 60","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 IGNITE 95","53 - 63","20'M - 18'C","16M X 18C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 IGNITE TEAM 95","53 - 63","20'M - 18'C","16M X 18C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 REBEL 95","50 - 60","21'M - 18'C","18M X 20C","8,10T - 9B","8B","8T","9T - 10B"
"Prince","EXO3 REBEL 98","50 - 60","20'M - 19'C","16M X 20C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 REBEL 98 TEAM","50 - 60","20'M - 19'C","16M X 20C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 REBEL TEAM 95","50 - 60","21'M - 18'C","18M X 20C","8,10T - 9B","8B","8T","9T - 10B"
"Prince","EXO3 RED 105","53 - 63","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 SILVER 115","57 - 67","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 SILVER 118","57 - 67","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 TOUR 100 (16x18)","53 - 63","20'M - 19'C","16M X 18C","8T - 8B","7T","8T","9T - 7B"
"Prince","EXO3 TOUR 100 (18x20)","50 - 60","20'M - 18'C","18M X 20C","8,10T - 8,10B","9B","8T","7T - 7B"
"Prince","EXO3 TOUR LITE 100","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","8T - 6B"
"Prince","EXO3 TOUR TEAM 100 (16X18)","53 - 63","20'M - 19'C","16M X 18C","8T - 8B","7T","8T","9T - 7B"
"Prince","EXO3 WARRIOR 100","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","EXO3 WARRIOR DB TEAM 100","53 - 63","20'M - 19'C","14M X 18C","7T - 7B","6B","7T","8T - 5B"
"Prince","EXO3 WARRIOR TEAM","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","10T - 8B"
"Prince","EXO3 WHITE 100","53 - 63","20'M - 19'C","16M X 19C","7,9T - 8B","8T","7T","10T - 6B"
"Prince","EXO3 WHITE LITE 100","53 - 63","20'M - 19'C","16M X 19C","7,9T - 8B","8T","7T","10T - 6B"
"Prince","EXTENDER BLAST 700","50 - 65","19'M -18'C","16M X 21C","7,9T - 6,8,10B","8T","7T","6T - 5B"
"Prince","EXTENDER FORCE 740","50 - 65","20'M -18'C","16M X 21C","8T - 6,8,10B","7T","8T","6T - 5B"
"Prince","EXTENDER GRAPHITE 830","50 - 65","19'M -19'C","16M X 21C","8T - 6,8,10B","7T","8T","6T - 5B"
"Prince","EXTENDER LIGHTNING 730","50 - 65","19'M -18'C","16M X 21C","7,9T - 6,8,10B","8T","7T","6T - 5B"
"Prince","EXTENDER MACH 1000","50 - 65","20'M -19'C","16M X 21C","8T - 6,8,10B","7T","8T","6T - 5B"
"Prince","EXTENDER RIPSTICK 800","50 - 65","19'M -18'C","16M X 21C","7,9T - 6,8,10B","8T","7T","6T - 5B"
"Prince","EXTENDER SYNERGY 840","50 - 65","19'M -19'C","16M X 21C","8T - 6,8,10B","7T","8T","6T - 5B"
"Prince","EXTENDER THUNDER 880","50 - 65","20'M -19'C","16M X 21C","8T - 6,8,10B","7T","8T","6T - 5B"
"Prince","GRAPHITE CLASSIC 110","55 - 70","18'M -17'C","16M X 19C","8T - 8B","6B","8T","5T -11B"
"Prince","GRAPHITE CLASSIC 90","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","GRAPHITE COMP 110","55 - 70","18'M -17'C","16M X 19C","8T - 8B","6B","8T","5T -11B"
"Prince","GRAPHITE COMP 90","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","GRAPHITE COMP XB MP","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","GRAPHITE COMP XB OS","55 - 70","18'M -17'C","16M X 19C","8T - 8B","6B","8T","5T -11B"
"Prince","GRAPHITE II MP","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","GRAPHITE II OS","55 - 70","18'M -17'C","16M X 19C","8T - 8B","6B","8T","5T -11B"
"Prince","GRAPHITE LITE XB MP","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","GRAPHITE LITE XB OS","55 - 70","18'M -17'C","16M X 19C","8T - 8B","6B","8T","5T -11B"
"Prince","GRAPHITE PRO 110","55 - 70","18'M -17'C","16M X 19C","8T - 8B","6B","8T","5T -11B"
"Prince","GRAPHITE PRO 90","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","GRAPHITE PRO XB MP","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","GRAPHITE PRO XB OS","55 - 70","18'M -17'C","16M X 19C","8T - 8B","6B","8T","5T -11B"
"Prince","HORNET ES 100","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","HORNET ES 110","55 - 65","20'M - 20'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","LIGHTNING 100","48 - 58","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","LIGHTNING 105","50 - 60","20'M - 19'C","16M X 19C","7,9T - 8B","8T","7T","6T - 7B"
"Prince","LIGHTNING 110","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","MICHAEL CHANG GRAPHITE MP","50 - 65","17'M -16'C","14M X 18C","7T - 7B","6B","7T","6T - 8B"
"Prince","MICHAEL CHANG GRAPHITE OS","50 - 65","18'M -18'C","16M X 19C","8T - 8B","6B","8T","5T -11B"
"Prince","MICHAEL CHANG TITANIUM MP","53 - 63","17'M - 16'C","14M X 18C","7T - 7B","6B","7T","6T - 8B"
"Prince","MICHAEL CHANG TITANIUM OS","57 - 67","18'M - 18'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Prince","MORE APPROACH 105","57 - 67","18'M - 18'C","16M X 19C","7T - 7,9B","8T","7T","8T - 8B"
"Prince","MORE ATTACK 1050 S OS","57 - 67","19'M - 18'C","16M X 19C","7,9T - 8B","8T","7T","6T - 7B"
"Prince","MORE ATTACK 920 S MP","53 - 63","19'M - 18'C","16M X 20C","7,9T - 7,9B","8T","7T","5T - 8B"
"Prince","MORE BALANCE 950 S MP","53 - 63","19'M - 18'C","16M X 20C","7,9T - 7,9B","8T","7T","5T - 8B"
"Prince","MORE CONTROL DB 800 MP","53 - 63","18'M - 17'C","16M X 20C","7,9T - 7,9B","8T","7T","5T - 9B"
"Prince","MORE CONTROL DB 850 OS","57 - 67","18'M - 18'C","16M X 19C","7,9T - 8B","8T","7T","6T - 7B"
"Prince","MORE DOMINANT OS","57 - 67","20'M - 18'C","16M X 20C","7,9T - 7,9B","8B","7T","5T - 9B"
"Prince","MORE GAME MP","53 - 63","20'M - 18'C","16M X 20C","7,9T - 7,9B","8T","7T","5T - 8B"
"Prince","MORE GAME OS","57 - 67","20'M - 18'C","16M X 19C","7,9T - 8B","8T","7T","6T - 7B"
"Prince","MORE POWER 1150 S OS","57 - 67","20'M - 18'C","16M X 19C","7,9T - 8B","8T","7T","5T - 6B"
"Prince","MORE POWER 1500 S OS","57 - 67","20'M - 19'C","16M X 20C","7,9T - 7,9B","8T","7T","5T - 8B"
"Prince","MORE PRECISION MP","53 - 63","20'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","5T - 9B"
"Prince","MORE PRECISION OS","57 - 67","20'M - 18'C","16M X 19C","7,9T - 8B","8T","7T","6T - 7B"
"Prince","MORE RESPONSE MP","53 - 63","20'M - 18'C","16M X 20C","7,9T - 7,9B","8T","7T","5T - 8B"
"Prince","MORE RESPONSE OS","57 - 67","20'M - 18'C","16M X 19C","7,9T - 8B","8T","7T","5T - 6B"
"Prince","MORE THUNDER OS","57 - 67","20'M - 18'C","16M X 20C","7,9T - 7,9B","8B","7T","5T - 9B"
"Prince","O3 BLUE","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Prince","O3 CITRON OS","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Prince","O3 HYBRID COMP MP","53 - 63","21'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","8T - 6B"
"Prince","O3 HYBRID HORNET MP","53 - 63","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 HYBRID HORNET OS","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 HYBRID LITE OS","55 - 65","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 HYBRID SHARK MP","53 - 63","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 HYBRID SHARK OS","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 HYBRID SPECTRUM MP","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 HYBRID SPECTRUM OS","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 HYBRID TOUR","51 - 61","20'M - 18'C","16M X 18C","7,9T 7,9B","8T","7T","6T - 8B"
"Prince","O3 PINK OS","57 - 67","22'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Prince","O3 RED MP","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Prince","O3 ROYAL","55 - 65","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Prince","O3 SILVER OS","57 - 67","22'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Prince","O3 SPEEDPORT BLACK","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 SPEEDPORT BLACK LB","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 SPEEDPORT BLACK TEAM","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 SPEEDPORT BLUE","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 SPEEDPORT GOLD OS","57 - 67","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 SPEEDPORT PLATINUM OS","59 - 69","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 SPEEDPORT PRO WHITE MP","53 - 63","20'M - 19'C","18M X 19C","8,10T - 8,10B","9B","8T","9T - 8B"
"Prince","O3 SPEEDPORT RED","53 - 63","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 SPEEDPORT SILVER","57 - 67","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 SPEEDPORT TOUR","53 - 63","20'M - 19'C","16M X 18C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 SPEEDPORT WHITE MP","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 TOUR 100","53 - 63","21'M - 19'C","16M X 18C","8T - 8B","7T","8T","9T - 9B"
"Prince","O3 TOUR MS","51 - 61","21'M - 19'C","16M X 20C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","O3 TOUR OS","55 - 65","21'M - 19'C","16M X 19C","8T - 8B","7T","8T","9T - 9B"
"Prince","O3 WHITE MP","53 - 63","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Prince","OZONE PRO TOUR MP","53 - 63","21'M - 19'C","18M X 20C","8,10T - 8,10B","9B","8T","7T - 7B"
"Prince","OZONE FOUR","55 - 65","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Prince","OZONE ONE","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Prince","OZONE SEVEN","53 - 63","21'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Prince","OZONE TOUR MP","53 - 63","21'M - 19'C","16M X 18C","8T - 8B","7T","8T","9T - 9B"
"Prince","PERSUADER OS","50 - 60","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Prince","PHANTOM 100 TEXTREME","45 - 55","20'M - 19'C","16M X 18C","8T - 8B","7T","8T","9T - 97B"
"Prince","PHANTOM PRO 100 TEXTREME","45 - 55","20'M - 19'C","16M X 18C","8T - 8B","7T","8T","9T - 97B"
"Prince","PHANTOM PRO 100P TEXTREME","45 - 55","20'M - 19'C","16M X 18C","8T - 8B","7B","8T","7T - 10B"
"Prince","PHANTOM PRO 93P TEXTREME 14X18","48 - 58","17'M - 15'C","14M X 18C","7T - 7B","6T","7T","8T - 6B"
"Prince","PHANTOM PRO 93P TEXTREME 18X20","45 - 55","20'M - 19'C","18M X 20C","8,10T - 8,10B","6B","8T","7T - 7B"
"Prince","PINK LS","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","PRECISION 690","53 - 63","18'M -18'C","16M X 20C","7,9T - 7,9B","8T","7T","6T - 8B"
"Prince","PRECISION 720","53 - 63","18'M -17'C","16M X 18C","8T - 8B","6T","8T","5T -11B"
"Prince","PRECISION 730","53 - 63","17'M -16'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","PRECISION 770","57 - 67","19'M -17'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","PRECISION APPROACH Ti MP","53 - 63","19'M - 19'C","16M X 19C","7,9T - 7,9B","6T","7T","5T - 8B"
"Prince","PRECISION APPROACH Ti OS","57 - 67","21'M - 18'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 7B"
"Prince","PRECISION EQUIPE LONGBODY MP","53 - 63","19'M -19'C","16M X 19C","7,9T - 7,9B","8T","7T","5T - 8B"
"Prince","PRECISION EQUIPE LONGBODY OS","53 - 63","21'M - 18'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 7B"
"Prince","PRECISION EQUIPE MP","53 - 63","19'M -19'C","16M X 19C","7,9T - 7,9B","8T","7T","5T - 8B"
"Prince","PRECISION EQUIPE OS","57 - 67","21'M -18'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 7B"
"Prince","PRECISION GRAPHITE 640","50 - 65","18'M -18'C","16M X 20C","7,9T - 7,9B","8T","7T","6T - 8B"
"Prince","PRECISION GRAPHITE 700","50 - 65","20'M -18'C","18M X 21C","8,10T - 8,10B","9T","8T","7T - 6B"
"Prince","PRECISION MONO 650","53 - 65","18'M- 18'C","16M X 21C","7,9T - 6,8,10B","8T","7T","3B"
"Prince","PRECISION RESPONSE 660","50 - 65","18'M -17'C","16M X 20C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","PRECISION RESPONSE 710","50 - 65","20'M -18'C","18M X 21C","8,10T - 8,10B","9T","8T","7T - 6B"
"Prince","PRECISION SPECTRUM 630","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","PRECISION SPECTRUM 670","55 - 70","18'M -17'C","16M X 19C","8T - 8B","6B","8T","5T -11B"
"Prince","PREMIER 105 (textreme)","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Prince","PREMIER 105 ESP & 105L ESP","57 - 67","19'M - 18'C","14M X 16C","7T - 7B","6T","7T","8T - 6B"
"Prince","PREMIER 115 ESP & 115L ESP","59 - 69","20'M - 19'C","14M X 16C","7T - 7B","6T","7T","8T - 6B"
"Prince","PREMIER 120 (textreme)","55 -65","21'M - 19'C","16M X 19C","8T - 7,9B","8B","8T","7T - 6B"
"Prince","PRO 110","57 - 67","19'M - 18'C","16M X 19C","8T - 8B","6T","8T","5T - 11B"
"Prince","RED LS","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","SHARK DB MP","53 - 63","19'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","SHARK DB OS","55 - 65","19'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","SHARK MP","55 - 65","19'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","SHARK MP LB","53 - 63","19'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","SHARK OS","57 - 67","19'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","SILVER LS","57 - 67","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Prince","SPECTRUM COMP 110","55 - 70","18'M -17'C","16M X 19C","8T - 8B","6B","8T","5T -11B"
"Prince","SPECTRUM COMP 90","50 - 65","17'M -17'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","THUNDER 750","53 - 63","17'M -16'C","14M X 18C","7T - 7B","5T","7T","4T -10B"
"Prince","THUNDER 820","57 - 67","18'M -18'C","16M X 19C","8T - 8B","6B","8T","5T -11B"
"Prince","THUNDER 850","57 - 67","18'M -18'C","16M X 19C","8T - 8B","6T","8T","5T -11B"
"Prince","THUNDER 970","60 - 70","20'M -18'C","16M X 21C","8T - 6,8,10B","7T","8T","6T - 5B"
"Prince","THUNDER BOLT 110","53 - 63","20'M - 18'C","14M X 17C","7T - 7B","6T","7T","8T - 8B"
"Prince","THUNDER RIP OS","57 - 67","20'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 8B"
"Prince","THUNDER SCREAM 105","50 - 60","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 9B"
"Prince","THUNDER STRIKE 100","50 - 60","18'M - 18'C","14M X 18C","7T - 7B","6B","7T","8T - 8B"
"Prince","THUNDER ULTRA LITE Ti MP","50 - 60","19'M - 18'C","16M X 20C","8T - 7,9B","6T","8T","7T - 8B"
"Prince","THUNDER ULTRA LITE Ti OS","50 - 60","19'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","THUNDERBLAST OS","57 - 67","18'M - 18'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Prince","THUNDERBOLT MP","53 - 63","19'M -18'C","16M X 20C","8T - 7,9B","6T","8T","7T - 8B"
"Prince","THUNDERBOLT OS","60 - 70","20'M -18'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 7B"
"Prince","THUNDERCLOUD Ti OS","57 - 67","19'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","THUNDEREXTREME Ti MP","53 - 63","19'M - 18'C","16M X 20C","8T - 7,9B","6T","8T","5T - 6B"
"Prince","THUNDEREXTREME Ti OS","57 - 67","19'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","THUNDERLITE LONGBODY MP","53 - 63","19'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","5T - 8B"
"Prince","THUNDERLITE LONGBODY OS","57 - 67","19'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","THUNDERLITE MP","53 - 63","18'M -18'C","16M X 19C","7,9T - 7,9B","8T","7T","5T - 8B"
"Prince","THUNDERLITE OS","57 - 67","18'M -18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","THUNDERSTICK MP","53 - 63","19'M -18'C","16M X 20C","8T - 7,9B","6T","8T","7T - 8B"
"Prince","THUNDERSTICK OS","57 - 67","18'M -18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","THUNDERSTORM OS","60 - 70","19'M -18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","THUNDERSTRIKE LONGBODY OS","60 - 70","20'M -19'C","16M X 20C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","THUNDERSTRIKE OS","57 - 67","19'M -18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","THUNDERSUPERLITE Ti OS","45 - 55","19'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","TOUR 100 (16x18)","53 - 63","20'M - 18'C","16M X 18C","8T - 8B","7T","8T","9T - 7B"
"Prince","TOUR 100 (18x20)","50 - 60","20'M - 19'C","18M X 20C","8,10T - 8,10B","9B","8T","7T - 7B"
"Prince","TOUR 100L TEXTREME","48 - 58","20'M - 19'C","16M X 18C","8T - 8B","7B","8T","9T - 9B"
"Prince","TOUR 100P TEXTREME","45 - 55","21'M - 19'C","18M X 20C","8,10T - 8,10B","9T","8T","7T - 9B"
"Prince","TOUR 100T","53 - 63","20'M - 18'C","16M X 18C","8T - 8B","7T","8T","9T - 7B"
"Prince","TOUR 100T ESP","55 - 65","20'M - 18'C","16M X 16C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","TOUR 100T TEXTREME","48 - 58","20'M - 19'C","16M X 18C","8T - 8B","7B","8T","9T - 9B"
"Prince","TOUR 95","50 - 60","20'M - 19'C","18M X 20C","8,10T - 9B","8B","8T","9T - 10B"
"Prince","TOUR 95 TEXTREME","45 - 55","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Prince","TOUR 98","50 - 60","20'M - 19'C","16M X 20C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","TOUR 98 ESP","53 - 63","20'M - 18'C","16M X 16C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","TOUR DIABLO MID","53 - 63","18'M - 17'C","16M X 20C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","TOUR DIABLO MP","55 - 65","18'M - 17'C","16M X 18C","8T - 8B","6B","8T","6T - 11B"
"Prince","TOUR GRAPHITE OS","57 - 67","18'M - 18'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Prince","TOUR NXG GRAPHITE MID","53 - 63","20'M - 18'C","18M X 20C","8,10T - 8,10,11B","9T","8T","7T - 9B"
